"rule","engine","severity","tags","file","startLine","startColumn","endLine","endColumn","message","resources"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",502,10,532,4,"The test method name 'testGetContactCadence_InvalidCaseType' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",538,10,567,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",538,10,567,4,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",538,10,567,4,"The test method name 'testGetContactCadence_NoAccount' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",573,10,643,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",573,10,643,4,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",573,10,643,4,"The test method name 'testSaveAttemptOutcome_ContactEstablished' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",649,10,706,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",649,10,706,4,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",649,10,706,4,"The test method name 'testSaveAttemptOutcome_ContactNotEstablished' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",712,10,755,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",712,10,755,4,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",712,10,755,4,"The test method name 'testSaveAttemptOutcome_CreateNewTask' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",761,10,780,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",761,10,780,4,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",761,10,780,4,"The test method name 'testSaveAttemptOutcome_InvalidCaseId' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"AvoidHardcodingId","pmd",3,"Recommended,ErrorProne,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",762,21,762,41,"Hardcoding Ids is bound to break when changing environments.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_errorprone.html#avoidhardcodingid"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",786,10,815,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ContactCadenceController_Test.cls",786,10,815,4,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"CyclomaticComplexity","pmd",3,"Recommended,Design,Apex","force-app/main/default/classes/SuccessionPublicFormController.cls",15,17,135,4,"The method 'getFormData(String)' has a cyclomatic complexity of 12.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_design.html#cyclomaticcomplexity"
"AvoidDebugStatements","pmd",4,"Recommended,Performance,Apex","force-app/main/default/classes/SuccessionPublicFormController.cls",130,7,130,62,"Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_performance.html#avoiddebugstatements"
"DebugsShouldUseLoggingLevel","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/SuccessionPublicFormController.cls",130,7,130,62,"Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel"
"CyclomaticComplexity","pmd",3,"Recommended,Design,Apex","force-app/main/default/classes/SuccessionPublicFormController.cls",145,17,207,4,"The method 'savePathwaySelection(String, String, String)' has a cyclomatic complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_design.html#cyclomaticcomplexity"
"AvoidDebugStatements","pmd",4,"Recommended,Performance,Apex","force-app/main/default/classes/SuccessionPublicFormController.cls",202,7,202,71,"Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_performance.html#avoiddebugstatements"
"DebugsShouldUseLoggingLevel","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/SuccessionPublicFormController.cls",202,7,202,71,"Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",82,10,130,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",82,10,130,4,"The test method name 'testGetFormData_Success' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",133,10,142,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",133,10,142,4,"The test method name 'testGetFormData_BlankCaseId' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",145,10,154,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",145,10,154,4,"The test method name 'testGetFormData_InvalidCaseId' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"AvoidHardcodingId","pmd",3,"Recommended,ErrorProne,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",148,50,148,70,"Hardcoding Ids is bound to break when changing environments.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_errorprone.html#avoidhardcodingid"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",157,10,219,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",157,10,219,4,"The test method name 'testSavePathwaySelection_FinalGrant' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",222,10,246,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",222,10,246,4,"The test method name 'testSavePathwaySelection_NewDAF' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",249,10,273,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",249,10,273,4,"The test method name 'testSavePathwaySelection_Disclaim' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",276,10,289,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",276,10,289,4,"The test method name 'testSavePathwaySelection_BlankCaseId' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",292,10,312,4,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"MethodNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/SuccessionPublicFormController_Test.cls",292,10,312,4,"The test method name 'testSavePathwaySelection_BlankPathway' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#methodnamingconventions"
"DetectCopyPasteForJavascript","cpd",5,"Recommended,Design,Javascript","force-app/main/default/lwc/recordPathwaySelection/__tests__/recordPathwaySelection.test.js",172,5,203,44,"Duplicate code detected for language 'javascript'. Found 2 code locations containing the same block of code consisting of 139 tokens across 32 lines.","https://docs.pmd-code.org/latest/pmd_userdocs_cpd.html#refactoring-duplicates"
